ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,RaceCode,Latitude,Longitude,WorkersNeeded
IN,India,17264,112634,"Koracha, caste","Koracha, caste",79000,1,Y,kan,Kannada,4,5,Hinduism,0.00506900178682313,,21,A012,"South Asian Peoples",301,C0213,Tamil,1,4,"South Asia",ASI,Asia,Y,CNN23a,13.5087801628707,78.2017442066573,1
IN,India,17267,112637,"Koracha, tribal","Koracha, tribal",17000,1,Y,tcy,Tulu,3,5,Hinduism,1.05398758636843,,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,CNN23z,13.0011486304782,75.2968104849856,1
IN,India,17270,112640,Korama,Korama,164000,1,Y,kan,Kannada,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,16.2543096457808,75.5389976857975,3
IN,India,21483,118301,"Korama Kunchi","Korama Kunchi",4500,1,Y,kan,Kannada,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23,16.11594303,74.96570463,1
IN,India,17235,112603,Koren,Koren,1900,3,N,nkd,Koireng,2,1,Christianity,99.04000000000001,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50o,25.7245576196387,94.15762465403751,
IN,India,17263,112632,Kori,Kori,287000,1,Y,ben,Bengali,4,5,Hinduism,0.901696571947218,,21,A012,"South Asian Peoples",139,C0043,Bengali,3,4,"South Asia",ASI,Asia,Y,CNN25b,23.4498822861429,86.6947893934562,5
IN,India,17268,112638,Koria,Koria,1800,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",187,C0091,Hindi,1,4,"South Asia",ASI,Asia,Y,CNN25g,27.4577596841727,77.8797679263387,1
IN,India,17269,112639,Korku,Korku,1041000,1,Y,kfq,Korku,2,5,Hinduism,0.279446277731209,,21,A012,"South Asian Peoples",240,C0148,Munda-Santal,2,4,"South Asia",ASI,Asia,Y,AUG04z,21.9685958843724,78.0311921865098,20
IN,India,21162,117985,"Korku Bawaria","Korku Bawaria",15000,1,Y,kfq,Korku,2,5,Hinduism,0.0986842105263158,,21,A012,"South Asian Peoples",240,C0148,Munda-Santal,1,4,"South Asia",ASI,Asia,Y,AUG04z,21.2137272112124,77.5568440331659,1
IN,India,21163,117986,"Korku Muwasi","Korku Muwasi",44000,1,Y,kfq,Korku,2,5,Hinduism,0.0575771533855366,,21,A012,"South Asian Peoples",240,C0148,Munda-Santal,1,4,"South Asia",ASI,Asia,Y,AUG04z,21.2202676395405,77.5487342761682,1
IN,India,21164,117987,"Korku Nahal","Korku Nahal",127000,1,Y,kfq,Korku,2,5,Hinduism,0.0667046141805116,,21,A012,"South Asian Peoples",240,C0148,Munda-Santal,1,4,"South Asia",ASI,Asia,Y,AUG04z,21.833368063998,76.5212724383598,2
IN,India,17271,112642,Korona,Korona,800,1,Y,ory,Odia,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25l,18.8825640632232,83.15145647818311,1
IN,India,17272,112643,Korti,Korti,1200,1,Y,ory,Odia,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25l,19.6497871246914,84.8136877167223,1
IN,India,17273,112644,Korwa,Korwa,452000,1,Y,tel,Telugu,4,5,Hinduism,1.03871220974713,,21,A012,"South Asian Peoples",240,C0148,Munda-Santal,2,4,"South Asia",ASI,Asia,Y,AUG04z,23.3239719077746,83.7060620912401,9
IN,India,17275,112646,Koshti,Koshti,1068000,1,Y,mar,Marathi,4,5,Hinduism,0.0460164757765515,,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,13.1692399306188,77.8435301038234,21
IN,India,19019,114949,Kota,Kota,800,1,Y,kfe,Kota,1,5,Hinduism,1.78817056396149,,21,A012,"South Asian Peoples",301,C0213,Tamil,1,4,"South Asia",ASI,Asia,Y,CNN23c,11.9606762072949,77.1074215540341,1
IN,India,17277,112648,Kotal,Kotal,34000,1,Y,ben,Bengali,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",139,C0043,Bengali,2,4,"South Asia",ASI,Asia,Y,CNN25b,24.1468202260639,87.805756130177,1
IN,India,17278,112649,Kotegar,Kotegar,14000,1,Y,kan,Kannada,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,15.1506220909147,74.6623240733273,1
IN,India,17279,112650,Kotia,Kotia,54000,1,Y,ory,Odia,4,5,Hinduism,0.429417941794179,,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25l,18.1333593766105,83.6179438357137,1
IN,India,17281,112653,Kotwal,Kotwal,98000,1,Y,hin,Hindi,4,5,Hinduism,0.0509144230377581,,21,A012,"South Asian Peoples",187,C0091,Hindi,1,4,"South Asia",ASI,Asia,Y,CNN25b,24.6113967933175,81.41361660082249,1
IN,India,17282,112655,Koya,Koya,786000,1,Y,tel,Telugu,4,5,Hinduism,0.804808931310286,,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,AUG06z,18.0495716386735,81.17355860420361,15
IN,India,21165,117988,"Koya Dora","Koya Dora",31000,1,Y,kff,Koya,3,5,Hinduism,0.802200320880128,,21,A012,"South Asian Peoples",176,C0080,Gond,1,4,"South Asia",ASI,Asia,Y,AUG06b,17.5847501355374,80.708608112907,1
IN,India,21166,117989,"Koya Eti","Koya Eti",36000,1,Y,kff,Koya,3,5,Hinduism,0.446117384636833,,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25g,19.3741261525063,83.5250794848457,1
IN,India,21167,117990,"Koya Gonma","Koya Gonma",5000,1,Y,tel,Telugu,4,5,Hinduism,1,,21,A012,"South Asian Peoples",302,C0214,Telugu,1,4,"South Asia",ASI,Asia,Y,CNN25,17.189959718376,82.0369151445035,1
IN,India,21168,117991,"Koya Racha","Koya Racha",32000,1,Y,tel,Telugu,4,5,Hinduism,0.802063347277703,,21,A012,"South Asian Peoples",302,C0214,Telugu,1,4,"South Asia",ASI,Asia,Y,CNN25,17.5896499205915,80.7049610915664,1
IN,India,21169,117992,"Koya Rajulu","Koya Rajulu",31000,1,Y,tel,Telugu,4,5,Hinduism,0.778061224489796,,21,A012,"South Asian Peoples",302,C0214,Telugu,1,4,"South Asia",ASI,Asia,Y,CNN25,17.5881497457494,80.7007223893539,1
IN,India,17283,112656,Koyava,Koyava,700,1,Y,kfa,Kodava,1,5,Hinduism,0,0,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,CNN23z,12.5533031037974,76.0779690508592,1
IN,India,17287,112665,Kraal,Kraal,5800,1,Y,kas,Kashmiri,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,4,"South Asia",ASI,Asia,Y,CNN25i,33.2188924500562,74.9632805063212,1
IN,India,17293,112671,Krishnanvak,Krishnanvak,59000,1,Y,mal,Malayalam,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",216,C0124,Malayali,1,4,"South Asia",ASI,Asia,Y,CNN23b,8.8315575587674,77.5260904185285,1
IN,India,17307,112686,Kuchbandia,Kuchbandia,22000,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",187,C0091,Hindi,2,4,"South Asia",ASI,Asia,Y,CNN25g,23.088105169805,78.39675887550889,1
IN,India,19038,115493,"Kuda Korava","Kuda Korava",1800,1,Y,tam,Tamil,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",301,C0213,Tamil,1,4,"South Asia",ASI,Asia,Y,CNN23c,10.4496247875571,79.0958618281232,1
IN,India,17350,112733,Kudavakkal,Kudavakkal,60000,1,Y,kan,Kannada,4,8,"Other / Small",0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,15.8929878444597,75.7028731684657,1
IN,India,18782,114465,Kudiya,Kudiya,2900,1,Y,kfg,Kudiya,0,5,Hinduism,1.17281821317696,,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,CNN23z,12.7171783689245,75.95039437464639,1
IN,India,17310,112689,Kudumban,Kudumban,75000,1,Y,tam,Tamil,4,5,Hinduism,2.71935699933021,,21,A012,"South Asian Peoples",301,C0213,Tamil,1,4,"South Asia",ASI,Asia,Y,CNN23c,11.4223675647163,77.5962006126597,1
IN,India,17311,112690,Kudumi,Kudumi,289000,1,Y,tam,Tamil,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25d,10.0755064956686,76.30525061396629,5
IN,India,21170,117993,"Kui Dongria","Kui Dongria",168000,2,N,ory,Odia,4,5,Hinduism,8.51224674931963,,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25g,18.8182864418612,82.7635958961128,
IN,India,19065,115211,"Kui Khond","Kui Khond",1841000,2,N,ory,Odia,4,5,Hinduism,9.09254507826836,,21,A012,"South Asian Peoples",176,C0080,Gond,2,4,"South Asia",ASI,Asia,Y,AUG06z,19.5304694785842,83.8853020267677,
IN,India,21171,117994,"Kui Kuvi","Kui Kuvi",213000,2,N,ory,Odia,4,5,Hinduism,10.7462335216573,,21,A012,"South Asian Peoples",255,C0163,Oriya,1,4,"South Asia",ASI,Asia,Y,CNN25g,18.8143361590245,82.78269251075911,
IN,India,21172,117995,"Kui Padavakulam","Kui Padavakulam",17000,2,N,kxu,Kui,4,5,Hinduism,32.6245443499392,,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,CNN25,19.6390936711085,84.70041868497709,
IN,India,21173,117996,"Kui Sitha","Kui Sitha",125000,2,N,ory,Odia,4,5,Hinduism,10.3132530120482,,21,A012,"South Asian Peoples",261,C0172,"South Asian, other",1,4,"South Asia",ASI,Asia,Y,CNN25,20.1308944204531,84.062367817634,
IN,India,11270,105362,"Kuki Chin","Kuki Chin",154000,3,N,tcz,"Chin, Thado",4,1,Christianity,91.0846837428123,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,3,4,"South Asia",ASI,Asia,Y,MSY50c,25.6738020748651,93.5224999031643,
IN,India,19741,115494,"Kuki Chin Amre","Kuki Chin Amre",500,3,N,tcz,"Chin, Thado",4,1,Christianity,93.75,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,24.3257095600979,92.40142202154421,
IN,India,19742,115495,"Kuki Chin Biete","Kuki Chin Biete",16000,2,N,biu,Biete,4,5,Hinduism,42.1307353865493,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.1628106830143,93.3556092943814,
IN,India,19743,115496,"Kuki Chin Changsen","Kuki Chin Changsen",2500,2,N,tcz,"Chin, Thado",4,5,Hinduism,22.5409836065574,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.2482973805633,92.9388680281568,
IN,India,19744,115497,"Kuki Chin Chongthir","Kuki Chin Chongthir",3100,3,N,tcz,"Chin, Thado",4,1,Christianity,93.3916423712342,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.9891967872688,94.3388591009675,
IN,India,19746,115498,"Kuki Chin Khelma","Kuki Chin Khelma",2700,3,N,sch,Sakachep,3,1,Christianity,59.4795539033457,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,24.9850285957946,93.3016625337517,
IN,India,19747,115499,"Kuki Chin Kholhang","Kuki Chin Kholhang",10000,2,N,tcz,"Chin, Thado",4,5,Hinduism,26.8924302788845,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.1970104996282,93.1293963064544,
IN,India,19748,115500,"Kuki Chin Khongsai","Kuki Chin Khongsai",1100,3,N,tcz,"Chin, Thado",4,1,Christianity,94.5454545454545,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.5648226058528,93.0833216337591,
IN,India,19749,115501,"Kuki Chin Lengthang","Kuki Chin Lengthang",900,3,N,tcz,"Chin, Thado",4,1,Christianity,100,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.8827808954618,94.2744929344564,
IN,India,19750,115502,"Kuki Chin Lnykin","Kuki Chin Lnykin",1900,3,N,tcz,"Chin, Thado",4,1,Christianity,91.8652849740933,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,26.0189806660701,94.1867963024669,
IN,India,19751,115503,"Kuki Chin Singjit","Kuki Chin Singjit",1900,3,N,tcz,"Chin, Thado",4,1,Christianity,91.8652849740933,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.8256305626762,94.05649717147671,
IN,India,19752,115504,"Kuki Chin Sokte","Kuki Chin Sokte",700,2,N,tcz,"Chin, Thado",4,5,Hinduism,42.8781204111601,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,25.7238719573474,94.0885210890232,
IN,India,19753,115505,"Kuki Chin Taraor","Kuki Chin Taraor",1100,3,N,tro,"Naga, Tarao",1,1,Christianity,97.58364312267661,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,24.414193717745,94.2925415289443,
IN,India,19754,115506,"Kuki Chin Zahao","Kuki Chin Zahao",2100,3,N,tcz,"Chin, Thado",4,1,Christianity,99.1428571428571,,23,A014,"Tibetan-Himalayan Peoples",207,C0113,Kuki-Chin-Naga,1,4,"South Asia",ASI,Asia,Y,MSY50c,23.902926,93.210059,
IN,India,17206,112572,Kulama,Kulama,200,1,Y,kan,Kannada,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,16.1155513990882,75.327258740218,1
IN,India,17314,112694,Kuli,Kuli,16000,1,Y,ory,Odia,4,5,Hinduism,0.219918316054037,,21,A012,"South Asian Peoples",255,C0163,Oriya,2,4,"South Asia",ASI,Asia,Y,CNN25l,21.7921407015783,83.44027304048311,1
IN,India,12845,105395,Kumal,Kumal,3600,1,Y,npi,Nepali,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",242,C0150,Nepali-Pahari,2,4,"South Asia",ASI,Asia,Y,CNN25k,26.5862790575912,91.6615246051161,1
IN,India,17317,112697,Kumalia,Kumalia,400,1,Y,guj,Gujarati,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",275,C0186,Rajasthan,1,4,"South Asia",ASI,Asia,Y,CNN25o,23.8497480968655,72.6490360662729,1
IN,India,17318,112698,Kumangar,Kumangar,900,1,Y,dgo,Dogri,3,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,2,4,"South Asia",ASI,Asia,Y,CNN25i,33.8818605947071,74.5220408512513,1
IN,India,17316,112696,"Kumhar (Hindu traditions)","Kumhar (Hindu traditions)",15412000,1,Y,hin,Hindi,4,5,Hinduism,0.008330363471980949,,21,A012,"South Asian Peoples",187,C0091,Hindi,6,4,"South Asia",ASI,Asia,Y,CNN25n,25.1060019665837,81.4969617502168,308
IN,India,17597,113028,"Kumhar (Muslim traditions)","Kumhar (Muslim traditions)",69000,1,Y,urd,Urdu,4,6,Islam,0,0,21,A012,"South Asian Peoples",272,C0183,Punjabi,2,4,"South Asia",ASI,Asia,Y,CNN25r,29.5258882138602,78.8153985192556,1
IN,India,18126,113632,"Kumhar (Sikh traditions)","Kumhar (Sikh traditions)",301000,1,Y,pan,"Punjabi, Eastern",4,8,"Other / Small",0,0,21,A012,"South Asian Peoples",272,C0183,Punjabi,1,4,"South Asia",ASI,Asia,Y,CNN25n,31.939997955744,75.01756069875751,6
IN,India,21174,117997,"Kumhar Bardiha","Kumhar Bardiha",615000,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",147,C0051,Bhojpur-Maithili,1,4,"South Asia",ASI,Asia,Y,CNN25b,25.2836675323373,81.986328094942,12
IN,India,21175,117998,"Kumhar Kanaujia","Kumhar Kanaujia",482000,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",147,C0051,Bhojpur-Maithili,1,4,"South Asia",ASI,Asia,Y,CNN25b,25.6367090206109,83.5658574067829,9
IN,India,21330,118157,"Kumhar Kasgar","Kumhar Kasgar",6600,1,Y,urd,Urdu,4,6,Islam,0,0,21,A012,"South Asian Peoples",312,C0224,"Urdu Muslim",1,4,"South Asia",ASI,Asia,Y,CNN25r,29.057970178762,77.78964153719321,1
IN,India,21176,117999,"Kumhar Magahia","Kumhar Magahia",157000,1,Y,ory,Odia,4,5,Hinduism,0.0127323656735421,,21,A012,"South Asian Peoples",147,C0051,Bhojpur-Maithili,2,4,"South Asia",ASI,Asia,Y,CNN25b,22.3059073506362,87.44085252676371,3
IN,India,21177,118000,"Kumhar Mathuria","Kumhar Mathuria",62000,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",187,C0091,Hindi,1,4,"South Asia",ASI,Asia,Y,CNN25e,27.1743738704328,74.1872010225388,1
IN,India,21178,118001,"Kumhar Prajapat","Kumhar Prajapat",25000,1,Y,pan,"Punjabi, Eastern",4,5,Hinduism,0,0,21,A012,"South Asian Peoples",272,C0183,Punjabi,1,4,"South Asia",ASI,Asia,Y,CNN25n,30.8179242775274,75.8801823391245,1
IN,India,17319,112699,"Kumhar Sutaria","Kumhar Sutaria",11000,1,Y,guj,Gujarati,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",182,C0086,Gujarati,1,4,"South Asia",ASI,Asia,Y,CNN25n,20.6370233898799,73.2724421904546,1
IN,India,21179,118002,"Kumhar Timria","Kumhar Timria",26000,1,Y,rwr,Marwari,3,5,Hinduism,0,0,21,A012,"South Asian Peoples",275,C0186,Rajasthan,1,4,"South Asia",ASI,Asia,Y,CNN25o,27.1655770860256,74.17893110716859,1
IN,India,17320,112700,"Kumhiar (Hindu traditions)","Kumhiar (Hindu traditions)",42000,1,Y,dgo,Dogri,3,5,Hinduism,0,0,21,A012,"South Asian Peoples",272,C0183,Punjabi,1,4,"South Asia",ASI,Asia,Y,CNN25n,33.1142068074079,75.1110981995638,1
IN,India,17321,112701,"Kumhiar (Muslim traditions)","Kumhiar (Muslim traditions)",8200,1,Y,kas,Kashmiri,4,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,2,4,"South Asia",ASI,Asia,Y,CNN25i,33.7046806376814,76.05857274072081,1
IN,India,17323,112704,Kummari,Kummari,12000,1,Y,tel,Telugu,4,5,Hinduism,0.345333678667012,,21,A012,"South Asian Peoples",302,C0214,Telugu,1,4,"South Asia",ASI,Asia,Y,CNN23d,22.0798884868553,87.37816142567689,1
IN,India,17325,112706,"Kunbi (Hindu traditions)","Kunbi (Hindu traditions)",17736000,1,Y,guj,Gujarati,4,5,Hinduism,0.0513036661340841,,21,A012,"South Asian Peoples",182,C0086,Gujarati,3,4,"South Asia",ASI,Asia,Y,CNN25r,19.6358719591395,73.4739800153267,354
IN,India,17598,113029,"Kunbi (Muslim traditions)","Kunbi (Muslim traditions)",600,1,Y,guj,Gujarati,4,6,Islam,0,0,21,A012,"South Asian Peoples",182,C0086,Gujarati,1,4,"South Asia",ASI,Asia,Y,CNN25r,22.8464788432728,72.55159452148411,1
IN,India,21180,118003,"Kunbi Anjna","Kunbi Anjna",374000,1,Y,guj,Gujarati,4,5,Hinduism,0.00804699444757383,,21,A012,"South Asian Peoples",182,C0086,Gujarati,1,4,"South Asia",ASI,Asia,Y,CNN25e,23.6477816829361,72.5196364757789,7
IN,India,21331,118158,"Kunbi Dhaneja","Kunbi Dhaneja",46000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,21.2330402137601,80.253384037869,1
IN,India,21332,118159,"Kunbi Ghatole","Kunbi Ghatole",212000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,20.5400803288751,76.3945120705513,4
IN,India,21333,118160,"Kunbi Hindre","Kunbi Hindre",17000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,20.093936774085,78.15618484232,1
IN,India,21334,118161,"Kunbi Jadav","Kunbi Jadav",163000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,21.2121580874295,79.051443389936,3
IN,India,21181,118004,"Kunbi Kadwa","Kunbi Kadwa",1159000,1,Y,guj,Gujarati,4,5,Hinduism,0.0103831377842384,,21,A012,"South Asian Peoples",182,C0086,Gujarati,1,4,"South Asia",ASI,Asia,Y,CNN25e,23.6473615350665,72.5088276931472,23
IN,India,21335,118162,"Kunbi Khaire","Kunbi Khaire",72000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,21.2137759838545,77.5596926995985,1
IN,India,21336,118163,"Kunbi Khedule","Kunbi Khedule",16000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,21.9063533637406,77.8909593480362,1
IN,India,21337,118164,"Kunbi Konkani","Kunbi Konkani",660000,1,Y,gom,"Konkani, Goan",4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25d,17.2726993074819,73.482794394552,13
IN,India,21182,118005,"Kunbi Lewa","Kunbi Lewa",1983000,1,Y,guj,Gujarati,4,5,Hinduism,0.0141569295642194,,21,A012,"South Asian Peoples",182,C0086,Gujarati,1,4,"South Asia",ASI,Asia,Y,CNN25e,21.6617138436332,71.85329504225651,39
IN,India,21338,118165,"Kunbi Lonari","Kunbi Lonari",100000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,20.5419692499363,76.4252367026068,2
IN,India,21339,118166,"Kunbi Tirole","Kunbi Tirole",329000,1,Y,mar,Marathi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25j,21.2090426319379,79.0489613104653,6
IN,India,21484,118302,"Kunbi, tribe","Kunbi, tribe",4500,2,N,knn,Konkani,4,5,Hinduism,30.5394560855996,,21,A012,"South Asian Peoples",227,C0135,Marathi-Konkani,1,4,"South Asia",ASI,Asia,Y,CNN25,15.20785639,74.21864367000001,
IN,India,17326,112708,Kunchatiga,Kunchatiga,375000,1,Y,kan,Kannada,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,13.6448231222206,77.0398082463247,7
IN,India,17132,112481,Kundavadiga,Kundavadiga,700,1,Y,mal,Malayalam,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",216,C0124,Malayali,1,4,"South Asia",ASI,Asia,Y,CNN23b,12.285547934018,76.69341569126389,1
IN,India,20796,112711,Kunnavan,Kunnavan,200,1,Y,tam,Tamil,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",301,C0213,Tamil,1,4,"South Asia",ASI,Asia,Y,CNN23c,10.87701,78.47141000000001,1
IN,India,17330,112712,Kunui,Kunui,900,1,Y,ben,Bengali,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",139,C0043,Bengali,1,4,"South Asia",ASI,Asia,Y,CNN25c,24.225304,88.425237,1
IN,India,17332,112714,Kurariar,Kurariar,18000,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",187,C0091,Hindi,1,4,"South Asia",ASI,Asia,Y,CNN25g,25.657721,87.46912399999999,1
IN,India,17341,112724,Kuravan,Kuravan,486000,1,Y,mal,Malayalam,4,5,Hinduism,3.92244279598922,,21,A012,"South Asian Peoples",301,C0213,Tamil,2,4,"South Asia",ASI,Asia,Y,CNN23b,9.19994827124432,77.2856808199014,9
IN,India,17334,112717,"Kurmi (Hindu traditions)","Kurmi (Hindu traditions)",18865000,1,Y,hin,Hindi,4,5,Hinduism,0.00733737232639844,,21,A012,"South Asian Peoples",187,C0091,Hindi,3,4,"South Asia",ASI,Asia,Y,CNN25r,24.2081023004038,86.51692988047481,377
IN,India,20901,113031,"Kurmi (Muslim traditions)","Kurmi (Muslim traditions)",200,1,Y,urd,Urdu,4,6,Islam,0,0,21,A012,"South Asian Peoples",312,C0224,"Urdu Muslim",1,4,"South Asia",ASI,Asia,Y,CNN25r,29.043036,79.33024899999999,1
IN,India,21183,118006,"Kurmi Mahato","Kurmi Mahato",239000,1,Y,ben,Bengali,4,5,Hinduism,0.0712429804710418,,21,A012,"South Asian Peoples",139,C0043,Bengali,1,4,"South Asia",ASI,Asia,Y,CNN25c,22.2991577900921,87.4390610734247,4
IN,India,17335,112718,Kurol,Kurol,5700,1,Y,ben,Bengali,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",139,C0043,Bengali,1,4,"South Asia",ASI,Asia,Y,CNN25c,25.4908413148284,88.1326425834428,1
IN,India,17209,112575,Kurpalta,Kurpalta,4300,1,Y,hin,Hindi,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",187,C0091,Hindi,1,4,"South Asia",ASI,Asia,Y,CNN25g,28.1096418951847,77.92218479112751,1
IN,India,17336,112719,Kuruba,Kuruba,4220000,1,Y,kan,Kannada,4,5,Hinduism,1.02467622070966,,21,A012,"South Asian Peoples",199,C0104,Kannada,1,4,"South Asia",ASI,Asia,Y,CNN23a,11.8377712517983,76.7281181404398,84
IN,India,17339,112722,Kurukkal,Kurukkal,3000,1,Y,mal,Malayalam,4,5,Hinduism,0,0,21,A012,"South Asian Peoples",216,C0124,Malayali,1,4,"South Asia",ASI,Asia,Y,CNN23b,8.626724074252881,77.45793602546981,1
