PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
49570,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Chayakkaran,1,No,"38,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,111855,Chayakkaran,IND,IN,,8.087722,77.539131,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49579,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Dewendrakulattan,1,No,"38,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,111922,Devendrakulathan,IND,IN,,11.127092,78.657089,South Asian Peoples,Yes,0,Unengaged and Unreached,1
47925,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Dhobi (Tamil),1,No,"4,600",,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116449,"Dhobi, Tamil",IND,IN,,13.337941,80.192954,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49713,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Erawallan,1,No,"5,600",,tam,Tamil - (tam),Ethnic Religions - Animism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112009,Eravallan,IND,IN,,10.78615,76.653122,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41906,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Gounder,6,Yes,"48,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116250,Vettuva Gounder,IND,IN,,11.66618,78.158231,South Asian Peoples,,2,No Longer Unreached,1
49741,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Hill Pulaya,5,Yes,"3,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112253,Hill Pulayan,IND,IN,,9.929694,77.087508,South Asian Peoples,,2,No Longer Unreached,1
41575,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Idayar,2,Yes,"145,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112267,Idayan,IND,IN,,8.499457,77.003369,South Asian Peoples,,1,Engaged yet Unreached,1
41607,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Irular,1,Yes,"233,000",,tam,Tamil - (tam),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112278,Irular,IND,IN,,12.242703,79.077156,South Asian Peoples,,1,Engaged yet Unreached,1
49538,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Isia Velalar,1,No,"121,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117748,Isai Vellalar,IND,IN,,10.926267,79.837608,South Asian Peoples,Yes,0,Unengaged and Unreached,1
47966,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Jains  (Tamil),1,No,"106,000",,tam,Tamil - (tam),Other Religions - Jainism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116468,"Jain, Tamil",IND,IN,,12.930319,80.116115,South Asian Peoples,Yes,0,Unengaged and Unreached,1
42133,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kadaiyan,4,Yes,"16,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112373,Kadaiyan,IND,IN,,9.366043,78.839391,South Asian Peoples,,2,No Longer Unreached,1
41307,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kaikolar,2,Yes,"2,175,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112563,Kaikolan,IND,IN,,11.143047,77.18636,South Asian Peoples,,1,Engaged yet Unreached,1
41326,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kallar,6,Yes,"173,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116252,Kallar,IND,IN,,10.731293,78.91533,South Asian Peoples,,2,No Longer Unreached,1
41973,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kambar,1,No,"33,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113274,Oochan,IND,IN,,9.369752,78.830849,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49628,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Katesar,1,No,"1,100",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117807,Katesar,IND,IN,,10.785428,78.702467,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41860,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kattunaickan ,1,Yes,"76,500",,xuj,Jennu Kurumba - (xuj),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112684,Kattunayakan,IND,IN,,11.678598,76.271336,South Asian Peoples,,1,Engaged yet Unreached,6a
42056,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kavara,1,No,"16,500",,mal,Malayalam - (mal),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112463,Kavara,IND,IN,,10.78673,76.654793,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49508,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kayalar,1,No,250,,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117730,Kayalar,IND,IN,,8.568319,78.123836,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49612,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kepmari,1,No,950,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112488,Kepmaris,IND,IN,,12.90425,79.32176,South Asian Peoples,Yes,0,Unengaged and Unreached,1
42144,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Koliyan,1,No,"10,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112616,Koliyan,IND,IN,,10.786999,79.137827,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49718,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kongu Vellala Gounder,1,No,"5,600",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117811,Kongu Vellalar,IND,IN,,10.788025,76.656867,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49208,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kota,1,No,"1,500",,kfe,Kota (India) - (kfe),Hinduism,,,,Yes,No,No,Yes,No,No,2,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,114949,Kota,IND,IN,,11.491604,76.733652,South Asian Peoples,Yes,0,Unengaged and Unreached,6a
41863,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kudumban,1,Yes,"34,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112689,Kudumban,IND,IN,,12.885354,74.851659,South Asian Peoples,,1,Engaged yet Unreached,1
41454,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Kuravan,2,Yes,"411,000",,mal,Malayalam - (mal),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112724,Kuravan,IND,IN,,9.022783,76.933376,South Asian Peoples,,1,Engaged yet Unreached,2
41306,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Labbai,2,Yes,"186,000",,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116054,Labbai,IND,IN,,11.004773,77.000633,South Asian Peoples,,1,Engaged yet Unreached,1
48897,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Madrasi,2,Yes,"70,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117125,Madrasi,IND,IN,,11.623377,92.726483,South Asian Peoples,,1,Engaged yet Unreached,1
41647,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Maha Malasar,1,Yes,400,,tam,Tamil - (tam),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112827,Maha Malasar,IND,IN,,11.016845,76.955832,South Asian Peoples,,1,Engaged yet Unreached,1
49212,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Malai Pandaram,1,No,"7,400",,mjp,Malapandaram - (mjp),Hinduism,,,,No,No,No,No,No,No,0,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113097,Malai Pandaram,IND,IN,,8.893212,76.61414,South Asian Peoples,Yes,0,Unengaged and Unreached,6a
49191,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Malai Vellala,1,No,250,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113174,Malai Vellala,IND,IN,,11.341036,77.717164,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49192,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Maniyattikkaran,1,No,"4,900",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112993,Maniyattikkaran,IND,IN,,11.750001,79.75,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41756,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Mannan,6,Yes,"107,000",,mal,Malayalam - (mal),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113073,"Mannan, Caste",IND,IN,,10.781966,76.646306,South Asian Peoples,,2,No Longer Unreached,2
41686,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Marakkyar ,1,Yes,"14,500",,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113049,"Marakkan, Muslim",IND,IN,,8.717728,76.901612,South Asian Peoples,,1,Engaged yet Unreached,1
41303,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Maravar,2,Yes,"3,200,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,112867,Maravan,IND,IN,,8.960298,77.540805,South Asian Peoples,,1,Engaged yet Unreached,1
41439,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Maruthuvar,2,Yes,"759,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113227,Navithan,IND,IN,,10.513074,77.287666,South Asian Peoples,,1,Engaged yet Unreached,1
41567,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Mudaliyar,1,Yes,"761,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116279,Mudaliyar,IND,IN,,13.023496,77.631467,South Asian Peoples,,1,Engaged yet Unreached,1
41309,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Nadar,5,Yes,"5,765,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113193,Nadar,IND,IN,,8.717823,77.725757,South Asian Peoples,,2,No Longer Unreached,1
46284,South Asian Peoples,Tamil,Asia,Southern Asia,India,,"Nai, Mangala (Tamil)",1,Yes,"484,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116791,"Nai, Mangala",IND,IN,,13.060581,79.806201,South Asian Peoples,,1,Engaged yet Unreached,2
49193,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Nanjil Mudali,1,No,600,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113249,Nanjil Mudali,IND,IN,,8.088306,77.538451,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49676,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Nasuvan,1,No,"8,700",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117821,Nasuvan,IND,IN,,10.788808,76.657494,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41322,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Pallan,4,Yes,"3,005,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113366,Pallan,IND,IN,,11.103978,77.352148,South Asian Peoples,,2,No Longer Unreached,1
49215,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Palliyan,6,Yes,"4,300",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113367,Palliyan,IND,IN,,9.918897,77.10249,South Asian Peoples,,2,No Longer Unreached,1
41767,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Panan,1,Yes,"221,000",,mal,Malayalam - (mal),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113298,Panan,IND,IN,,11.01318,76.961188,South Asian Peoples,,1,Engaged yet Unreached,2
41958,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Pandaram,2,Yes,"24,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113300,Pandaram,IND,IN,,10.059883,76.33161,South Asian Peoples,,1,Engaged yet Unreached,1
42104,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Pandithar ,1,No,"10,500",,mal,Malayalam - (mal),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113302,Panditattan,IND,IN,,9.59872,76.528897,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41961,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Pannadi,1,No,"6,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113312,Pannadi,IND,IN,,11.016845,76.955832,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41330,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Parayan,4,Yes,"2,700,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113318,Paraiyan,IND,IN,,10.963379,79.383053,South Asian Peoples,,2,No Longer Unreached,1
41771,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Parkavakulam,1,No,"55,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116802,Parkavakulam,IND,IN,,11.411828,76.695356,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49586,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Parvatarajakulam,1,No,"34,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117767,Parvatarajakulam,IND,IN,,11.709375,79.755867,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41678,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Pattanavan,1,No,"10,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,115670,Pattanavan,IND,IN,,11.930964,79.785182,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49592,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Puthurai Vannan,1,No,"29,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113397,Puthirai Vannan,IND,IN,,10.924975,79.836144,South Asian Peoples,Yes,0,Unengaged and Unreached,1
46144,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Rajput (Tamil),1,Yes,"241,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116730,"Rajput, Tamil",IND,IN,,9.947686,78.124061,South Asian Peoples,,1,Engaged yet Unreached,1
41557,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Rawther,2,Yes,"773,000",,tam,Tamil - (tam),Islam - Sunni,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,115219,Rawther,IND,IN,,9.365762,78.84149,South Asian Peoples,,1,Engaged yet Unreached,1
41772,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Saliar,1,Yes,"135,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116289,Saliar,IND,IN,,8.608911,76.999094,South Asian Peoples,,1,Engaged yet Unreached,1
41752,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Samban,1,Yes,"21,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113500,Samban,IND,IN,,8.727,77.679,South Asian Peoples,,1,Engaged yet Unreached,1
49610,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Savalakkarar,1,No,900,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113542,Sayankulam,IND,IN,,11.016844,76.955833,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49222,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Semman,1,No,"4,800",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113572,Semman,IND,IN,,8.4875,76.9525,South Asian Peoples,Yes,0,Unengaged and Unreached,1
46183,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Shaikh (Tamil),2,Yes,"2,005,000",,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116703,"Shaikh, Tamil",IND,IN,,12.9993,79.501326,South Asian Peoples,,1,Engaged yet Unreached,1
49631,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Tambiran,1,No,"1,100",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117837,Tambiran,IND,IN,,13.074147,80.2317,South Asian Peoples,Yes,0,Unengaged and Unreached,1
46232,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Teli (Tamil),1,Yes,"234,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116780,"Teli, Tamil",IND,IN,,13.045268,80.225056,South Asian Peoples,,1,Engaged yet Unreached,1
49735,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Tholuba Naicker,1,No,"4,100",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117840,Tholuva Naicker,IND,IN,,10.379572,78.819542,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41448,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Tigala,1,Yes,"341,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,115672,Thigala,IND,IN,,12.994407,78.177967,South Asian Peoples,,1,Engaged yet Unreached,2
49225,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Toda,5,Yes,"2,100",,tcx,Toda - (tcx),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113806,Toda,IND,IN,,11.491604,76.733652,South Asian Peoples,,2,No Longer Unreached,6a
49680,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Uppillian,1,No,"8,800",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117843,Uppillian,IND,IN,,10.785128,78.7077,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49652,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Urali Gaunder,4,Yes,"14,500",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,117844,Urali Gaunder,IND,IN,,10.790486,78.704672,South Asian Peoples,,2,No Longer Unreached,1
41798,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Valaiyar,1,Yes,"843,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,115221,Valaiyar,IND,IN,,9.275682,79.139267,South Asian Peoples,,1,Engaged yet Unreached,1
41626,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Valluvan,1,Yes,"125,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113867,Valluvan,IND,IN,,11.300153,75.785908,South Asian Peoples,,1,Engaged yet Unreached,1
41608,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vannan,1,Yes,"937,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113869,Vannan,IND,IN,,10.966771,76.985678,South Asian Peoples,,1,Engaged yet Unreached,1
46258,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vanniyar (Tamil),3,Yes,"947,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113870,Vanniyan,IND,IN,,11.827564,78.387094,South Asian Peoples,,1,Engaged yet Unreached,1
49195,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vellaiyan Kuppam Padaiyaci,1,No,650,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113863,Vellayan Kuppam Veluthonathunayar,IND,IN,,11.519588,79.325158,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41493,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vellalar,1,Yes,"1,940,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113864,Vellalan,IND,IN,,10.77117,79.139345,South Asian Peoples,,1,Engaged yet Unreached,1
49196,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vettaikkaran,1,No,650,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113872,Vettakkaran,IND,IN,,12.708309,80.008775,South Asian Peoples,Yes,0,Unengaged and Unreached,1
49227,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Vettiyan,1,No,850,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113856,Vettiyan,IND,IN,,11.91386,79.814472,South Asian Peoples,Yes,0,Unengaged and Unreached,1
46317,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Yadava (Tamil),1,Yes,"3,020,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,116749,"Yadava, Tamil",IND,IN,,8.69616,77.712206,South Asian Peoples,,1,Engaged yet Unreached,1
